poiid,created_time,created_date,id,text,source,user_id,user_location,lat_poi,lng_poi,lat_event,lng_event,category1,category2
B2094653D26CABF54498,Fri Nov 08 02:37:29 +0800 2013,Fri Nov 08 2013,3642190930721280,___________“____”___________________________________“___________”_ ____:http://t.cn/z82F0v4,"<a href=""http://app.weibo.com/t/feed/4BB1vC"" rel=""nofollow"">____2A</a>",1994908610,__ __,22.54569,114.02767,22.54569,114.02767,Campusá,College/Organization
B2094653D26CABFE4399,Fri Nov 08 02:37:38 +0800 2013,Fri Nov 08 2013,3642190968080350,"______________”___""_________________ ____:http://t.cn/z8Lqfp4","<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",2309169007,__ __,22.55896,114.06321,22.55896,114.06321,Parks,Outdoors/Sports
B2094653D26AAAFB489F,Fri Nov 08 02:42:11 +0800 2013,Fri Nov 08 2013,3642192117344670,__18______________ ____:http://t.cn/z852qL8,"<a href=""http://app.weibo.com/t/feed/6SFgyO"" rel=""nofollow"">__Ascend__</a>",3822809679,__ __,22.5666,114.05384,22.5666,114.05384,Bus Station,Travel
B2094653D26DAAF9439D,Fri Nov 08 02:42:14 +0800 2013,Fri Nov 08 2013,3642192130638100,______..._____...____...[___][___][___] ____:http://t.cn/z8AxxOB,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",1847330341,__ ___,22.54895,114.12318,22.54895,114.12318,Fourástar hotels,Travel
B2094652DB64A4FE419A,Fri Nov 08 02:44:16 +0800 2013,Fri Nov 08 2013,3642192638186010,_______________[__] ____:http://t.cn/z8ANuS4,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",2610676922,__ __,22.532909,114.086327,22.532909,114.086327,Residence,Home/Work
B2094757D064A3FB469E,Fri Nov 08 02:44:34 +0800 2013,Fri Nov 08 2013,3642192713133050,_________ ____:http://t.cn/z8AjQm6,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",3093204845,__ __,22.52690991,114.0246719,22.52690991,114.0246719,Unknowná,Others
B2094652DB64A6FE459E,Fri Nov 08 02:45:55 +0800 2013,Fri Nov 08 2013,3642193056889120,_________________________________________________________________________________________________________________________. ____:http://t.cn/z8AG0wB,"<a href=""http://app.weibo.com/t/feed/4swE93"" rel=""nofollow"">__android____</a>",1377916643,__ __,22.52686,114.07571,22.52686,114.07571,Residence,Home/Work
B2094757D064ABF5409E,Fri Nov 08 02:47:23 +0800 2013,Fri Nov 08 2013,3642193422285550,___________[__][__] ____:http://t.cn/z8ydsi3,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",2390607861,__ __,22.52536964,113.9239426,22.52536964,113.9239426,Hotpot,Food/Drinks
B2094653D26AABF4489D,Fri Nov 08 02:48:10 +0800 2013,Fri Nov 08 2013,3642193619712710,________________________________________________________________________________________________________ ____:http://t.cn/z8UZ0LC,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",1928709953,__ __,22.548361,114.076248,22.548361,114.076248,Bus Station,Travel
B2094652DB64A6FE459E,Fri Nov 08 02:48:35 +0800 2013,Fri Nov 08 2013,3642193723535930,“_____________”[__] ____:http://t.cn/z8AG0wB,"<a href=""http://app.weibo.com/t/feed/4swE93"" rel=""nofollow"">__android____</a>",1377916643,__ __,22.52686,114.07571,22.52686,114.07571,Residence,Home/Work
B2094757D064A3FB469E,Fri Nov 08 02:49:07 +0800 2013,Fri Nov 08 2013,3642193861950750,_________________________________________________________________________ ____:http://t.cn/z8AjQm6,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",3203313485,__ __,22.52690991,114.0246719,22.52690991,114.0246719,Unknowná,Others
B2094757D068A6F84092,Fri Nov 08 02:51:45 +0800 2013,Fri Nov 08 2013,3642194520470710,_____________________________________________________________________________________________________________________________ ____:http://t.cn/z8AI1P0,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",3122197661,__ ___,22.523706,114.064201,22.523706,114.064201,Unknowná,Others
B2094653D26DAAF94499,Fri Nov 08 02:52:02 +0800 2013,Fri Nov 08 2013,3642194596415680,________________________________________________________________________________________ ____:http://t.cn/z8ArRMf,"<a href=""http://app.weibo.com/t/feed/5YqrI8"" rel=""nofollow"">vivo_______</a>",3034306283,__ __,22.5411,114.12243,22.5411,114.12243,Five star hotels,Travel
B2094653D268A2FD4698,Fri Nov 08 02:52:49 +0800 2013,Fri Nov 08 2013,3642194789440350,"If I have no money, will you still love me as before? I don't have change, will you still love me as before? Assuming that hypothesis is true, will you still love me as before? This is all my a hypothesis ____:http://t.cn/z8Gy5x8","<a href=""http://app.weibo.com/t/feed/22zMnn"" rel=""nofollow"">____</a>",1876594611,__ __,22.5473,114.13858,22.5473,114.13858,KTV,Nightlife
B2094652DB69A4FA429A,Fri Nov 08 02:54:01 +0800 2013,Fri Nov 08 2013,3642195091734990,__________________[good] ____:http://t.cn/z8ACwPm,"<a href=""http://app.weibo.com/t/feed/2AhyC"" rel=""nofollow"">__Galaxy Note II</a>",1309153115,__ __,22.52514,113.92417,22.52514,113.92417,Flight tickets,Travel
B2094652DB64A4FE419A,Fri Nov 08 02:59:56 +0800 2013,Fri Nov 08 2013,3642196584976270,________________________________________ http://t.cn/zRlL4Vq ____:http://t.cn/z8ANuS4,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",2037404735,__ __,22.53291,114.08633,22.53291,114.08633,Residence,Home/Work
B2094653D26AABFC499C,Fri Nov 08 03:00:22 +0800 2013,Fri Nov 08 2013,3642196689549380,___________ ____:http://t.cn/z8LExH1,"<a href=""http://app.weibo.com/t/feed/2AhyC"" rel=""nofollow"">__Galaxy Note II</a>",2860265860,__ __,22.60301,114.16798,22.60301,114.16798,Bus Station,Travel
B2094757D068A5F9419A,Fri Nov 08 03:00:27 +0800 2013,Fri Nov 08 2013,3642196710522770,___ __[_______][_______][_______] ____:http://t.cn/z8A5CYi,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",3739972772,__ __,22.539682,114.111122,22.539682,114.111122,Buffet,Food/Drinks
B2094652DB64A4FE419A,Fri Nov 08 03:02:08 +0800 2013,Fri Nov 08 2013,3642197134500410,________________ ____:http://t.cn/z8ANuS4,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",1927946233,__ __,22.53291,114.08633,22.53291,114.08633,Residence,Home/Work
B2094757D064A3FB469E,Fri Nov 08 03:10:45 +0800 2013,Fri Nov 08 2013,3642199306400570,_______~__ ____:http://t.cn/z8AjQm6,"<a href=""http://app.weibo.com/t/feed/15mWgo"" rel=""nofollow"">____G3_</a>",2020406180,__ ___,22.52690991,114.0246719,22.52690991,114.0246719,Unknowná,Others
B2094757D16CA4FA4699,Fri Nov 08 03:12:21 +0800 2013,Fri Nov 08 2013,3642199704626450,____ _ ____:http://t.cn/z8L4weP,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",3312828381,__ __,22.535492,114.072701,22.535492,114.072701,Unknowná,Others
B2094653D26AA4F44893,Fri Nov 08 03:18:08 +0800 2013,Fri Nov 08 2013,3642201160150780,________ ____:http://t.cn/zQeJbOB,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",3603794895,__,22.58188,114.11829,22.58188,114.11829,Bus Station,Travel
B2094653D268A2FD4698,Fri Nov 08 03:18:47 +0800 2013,Fri Nov 08 2013,3642201324400600,_______________@-___- ____:http://t.cn/z8Gy5x8,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",2672245782,__ __,22.5473,114.13858,22.5473,114.13858,KTV,Nightlife
B2094653D26AAAFB419E,Fri Nov 08 03:19:19 +0800 2013,Fri Nov 08 2013,3642201458645010,_______________… ____:http://t.cn/z8LPdET,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",2090278185,__ __,22.5481,114.131012,22.5481,114.131012,Bus Station,Travel
B2094652DB69A6FC459F,Fri Nov 08 03:26:05 +0800 2013,Fri Nov 08 2013,3642203165142830,____________________________________________________________________________________________________________ ____:http://t.cn/zQFNxeN,"<a href=""http://app.weibo.com/t/feed/15mWgo"" rel=""nofollow"">____G3_</a>",1967178063,__ __,22.53915,113.95097,22.53915,113.95097,Buildings,Others
B2094653D26CA1F9439A,Fri Nov 08 03:26:38 +0800 2013,Fri Nov 08 2013,3642203299363420,________ ____:http://t.cn/z8AgIqz,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",3869013454,__ __,22.565069,114.127129,22.565069,114.127129,Jewellery,Shopping
B2094757D068A3FB479B,Fri Nov 08 03:28:07 +0800 2013,Fri Nov 08 2013,3642203677461250,____ ____:http://t.cn/z8AklLL,"<a href=""http://app.weibo.com/t/feed/2AhyC"" rel=""nofollow"">__Galaxy Note II</a>",1882293352,__ __,22.54819298,114.1276932,22.54819298,114.1276932,Unknowná,Others
B2094757D76DA7FD4893,Fri Nov 08 03:30:22 +0800 2013,Fri Nov 08 2013,3642204239200080,_________________________________________[_][_] ____:http://t.cn/zQFOpUF,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",3117878421,__ __,22.57682,114.134972,22.57682,114.134972,BBQ,Food/Drinks
B2094653D26CA1FC439D,Fri Nov 08 03:35:36 +0800 2013,Fri Nov 08 2013,3642205556663050,_____________ ____:http://t.cn/zQeZAkN,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",3276145402,__ __,22.5731,114.12886,22.5731,114.12886,KTV,Nightlife
B2094757D068A2FE419C,Fri Nov 08 03:36:19 +0800 2013,Fri Nov 08 2013,3642205741226370,_________ ____:http://t.cn/z8LjAOj,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",1768124113,__ __,22.547916,114.127419,22.547916,114.127419,Sea food,Food/Drinks
B2094757D06AA0F84498,Fri Nov 08 03:36:47 +0800 2013,Fri Nov 08 2013,3642205854482190,____________________________ ____:http://t.cn/z8AdqAB,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",2156144614,__ __,22.568438,114.05912,22.568438,114.05912,Subway,Travel
B2094653D26BA3F54592,Fri Nov 08 03:41:59 +0800 2013,Fri Nov 08 2013,3642207166812320,852 _________________________________________ ____:http://t.cn/z8AmfEh,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",2696968502,__ __,22.56852,113.95121,22.56852,113.95121,Bus Station,Travel
B2094653D26BA3F54592,Fri Nov 08 03:48:10 +0800 2013,Fri Nov 08 2013,3642208723359250,________________________________ ____:http://t.cn/z8AmfEh,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",2696968502,__ __,22.56852,113.95121,22.56852,113.95121,Bus Station,Travel
B2094653D26BA3FA4499,Fri Nov 08 03:50:06 +0800 2013,Fri Nov 08 2013,3642209205743330,____3______________ ____:http://t.cn/z8AHj8d,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",2663734307,__ __,22.5172,114.063972,22.5172,114.063972,Bus Station,Travel
B2094653D26BA2FC419B,Fri Nov 08 03:50:14 +0800 2013,Fri Nov 08 2013,3642209238964200,_________________[_][_] ____:http://t.cn/z8AO9WS,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",2448375161,__ __,22.55384,114.10916,22.55384,114.10916,Bus Station,Travel
B2094653D269A0FC4498,Fri Nov 08 03:58:09 +0800 2013,Fri Nov 08 2013,3642211231158280,_________[_][_][_][_][___][___] ____:http://t.cn/zQFiUy9,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",2501404712,__ __,22.53711,114.1031,22.53711,114.1031,Buildings,Others
B2094653D26DABFE4098,Fri Nov 08 04:02:36 +0800 2013,Fri Nov 08 2013,3642212351263410,_______________________________________SO SAD~~~~~________________________________________ ____:http://t.cn/z82qy9r,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",2980849024,__ __,22.54135,114.12714,22.54135,114.12714,Supermarkets,Shopping
B2094652DB64A6F4459E,Fri Nov 08 04:03:56 +0800 2013,Fri Nov 08 2013,3642212686877420,______________________________http://t.cn/zRly4JX ____:http://t.cn/z8KXNbI,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",2785076057,__ __,22.53792,114.08145,22.53792,114.08145,Buildings,Others
B2094757D768A5F9439D,Fri Nov 08 04:07:02 +0800 2013,Fri Nov 08 2013,3642213466924200,___[__][__][__] ____:http://t.cn/z8ApXkq,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",3121445674,__ __,22.532642,114.082069,22.532642,114.082069,Othersá,Others
B2094653D26BA3FA4998,Fri Nov 08 04:10:02 +0800 2013,Fri Nov 08 2013,3642214222070400,_______@CC-_LEi_ _____________[__][__] ____:http://t.cn/zQgkeyI,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",1056799074,__ __,22.55792,113.94932,22.55792,113.94932,Bus Station,Travel
B2094757D069A7FF469C,Fri Nov 08 04:12:43 +0800 2013,Fri Nov 08 2013,3642214897138840,_______________________________________________________________________________________________________________________________~__ http://t.cn/z8LPSkz,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",1752824992,__ __,22.582291,113.937637,22.582291,113.937637,Colleges&Universities,College/Organization
B2094757D16BA4F5489D,Fri Nov 08 04:23:43 +0800 2013,Fri Nov 08 2013,3642217669779530,[_______]_______[__][__][__][__][__][__][__] ____:http://t.cn/zRlyp78,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",1864959032,__ ____,22.541389,114.117173,22.541389,114.117173,Unknowná,Others
B2094652DB64A6FE459E,Fri Nov 08 04:26:04 +0800 2013,Fri Nov 08 2013,3642218261239990,__[_][_][_][_][_] ____:http://t.cn/z8AG0wB,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",2651007184,__ __,22.52686,114.07571,22.52686,114.07571,Residence,Home/Work
B2094757D06BAAF4489F,Fri Nov 08 04:29:49 +0800 2013,Fri Nov 08 2013,3642219199938240,#__#_____~ ____:http://t.cn/z8AbSKP,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",3833675658,__ __,22.52676,113.926479,22.52676,113.926479,Unknowná,Others
B2094652DB65A0FB4898,Fri Nov 08 04:32:24 +0800 2013,Fri Nov 08 2013,3642219850580340,——_____4________ ——______ ____:http://t.cn/z8A304r,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",1993524512,__ __,22.56497,114.053596,22.56497,114.053596,Mallsá,Shopping
B2094653D26BA2FC4898,Fri Nov 08 04:37:44 +0800 2013,Fri Nov 08 2013,3642221192474340,________________ ____:http://t.cn/zQexI9p,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",1883134651,__ __,22.56297,114.04307,22.56297,114.04307,Bus Station,Travel
B2094757D065A6F44192,Fri Nov 08 04:43:13 +0800 2013,Fri Nov 08 2013,3642222571998170,____ ____:http://t.cn/z8AW174,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",1764921684,__ __,22.54450035,114.0927582,22.54450035,114.0927582,Shops,Shopping
B2094652DB6AA4FB4493,Fri Nov 08 04:44:25 +0800 2013,Fri Nov 08 2013,3642222879003490,_____________________________________________________________________ ____:http://t.cn/z8AaVu6,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",2951772037,__ __,22.502279,113.923378,22.502279,113.923378,Mallsá,Shopping
B2094653D268A1F5449F,Fri Nov 08 04:52:59 +0800 2013,Fri Nov 08 2013,3642225030112130,___________ ____:http://t.cn/z823msb,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",2830013760,__ __,22.54784,114.09059,22.54784,114.09059,Residence,Home/Work
B2094653D26DA6FD459D,Fri Nov 08 05:01:14 +0800 2013,Fri Nov 08 2013,3642227106360180,_____ ____:http://t.cn/zQgDnji,"<a href=""http://app.weibo.com/t/feed/15mWgo"" rel=""nofollow"">____G3_</a>",3814686229,__ __,22.54762,114.14083,22.54762,114.14083,Residence,Home/Work
B2094653D26DA4FB4993,Fri Nov 08 05:02:19 +0800 2013,Fri Nov 08 2013,3642227379662810,__________ ____________ _________ ______ _________ ______ ______ __________ ________ _____ _____ ______ ______ ________________ ____:http://t.cn/zQkCeNC,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",3186120221,__ __,22.54394,114.08604,22.54394,114.08604,Buildings,Others
B2094653D268A0FE439D,Fri Nov 08 05:18:25 +0800 2013,Fri Nov 08 2013,3642231430324480,__dd___[__][__] ____:http://t.cn/z82LZBG,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",1729917631,__ __,22.567419,114.099739,22.567419,114.099739,Residence,Home/Work
B2094653D26EAAFB449F,Fri Nov 08 05:26:36 +0800 2013,Fri Nov 08 2013,3642233494081970,"@_Min2013:___@__K_ ,_____________(_)_,______,_______!____! http://t.cn/zRWk9Ts ____:http://t.cn/z82Gi59","<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",3524451383,__ __,22.5369,114.119637,22.5369,114.119637,KTV,Nightlife
B2094757D068A6F84092,Fri Nov 08 05:29:32 +0800 2013,Fri Nov 08 2013,3642234232885580,________ ____:http://t.cn/z8AI1P0,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",1980223455,__ __,22.523706,114.064201,22.523706,114.064201,Unknowná,Others
B2094653D26BA3F8449C,Fri Nov 08 05:30:11 +0800 2013,Fri Nov 08 2013,3642234392302220,5________________——______________ ____:http://t.cn/z8AD4nh,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",2423588474,__ __,22.52945,113.93858,22.52945,113.93858,Bus Station,Travel
B2094653D26DAAF94499,Fri Nov 08 05:31:34 +0800 2013,Fri Nov 08 2013,3642234740503300,_______down____[___][___][___] ____:http://t.cn/z8ArRMf,"<a href=""http://app.weibo.com/t/feed/22zMnn"" rel=""nofollow"">____</a>",2393432890,__ ___,22.5411,114.12243,22.5411,114.12243,Five star hotels,Travel
B2094653D26EA0FA4498,Fri Nov 08 05:47:44 +0800 2013,Fri Nov 08 2013,3642238809064240,______ ____:http://t.cn/z82QnqE,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",2167582711,__,22.52968,114.069656,22.52968,114.069656,Buildings,Others
B2094653D26EA4FE459E,Fri Nov 08 05:50:51 +0800 2013,Fri Nov 08 2013,3642239593310540,@Li-manli _____________ ____:http://t.cn/z8Abyno,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",1992081685,__ __,22.54471,114.11889,22.54471,114.11889,Commercial Street,Shopping
B2094653D26BA2FB4698,Fri Nov 08 05:52:56 +0800 2013,Fri Nov 08 2013,3642240116875570,______ ____:http://t.cn/zHeSqtN,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",2727054815,__ __,22.58127,114.138046,22.58127,114.138046,Bus Station,Travel
B2094653D269A1F5499C,Fri Nov 08 06:13:05 +0800 2013,Fri Nov 08 2013,3642245192712360,__[__] ____:http://t.cn/zQeI8Br,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",2610105682,__ __,22.53659,114.07253,22.53659,114.07253,Buildings,Others
B2094653D26FA4FA4192,Fri Nov 08 06:16:48 +0800 2013,Fri Nov 08 2013,3642246123806450,[_]____…______[__] ____:http://t.cn/z8AYNuY,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",2323073482,__ __,22.55811,114.12527,22.55811,114.12527,Buildings,Others
B2094653D26AA1F8489A,Fri Nov 08 06:17:55 +0800 2013,Fri Nov 08 2013,3642246408801410,________________________[__][__][_][_] ____:http://t.cn/z8UROOa,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",1907710251,__ __,22.53678,114.09317,22.53678,114.09317,Residence,Home/Work
B2094652DB65AAFB469A,Fri Nov 08 06:27:34 +0800 2013,Fri Nov 08 2013,3642248832931300,___ ____:http://t.cn/z8AlT7b,"<a href=""http://app.weibo.com/t/feed/6Df7i5"" rel=""nofollow"">____2S</a>",3828636265,__ __,22.54451,114.12386,22.54451,114.12386,Fourástar hotels,Travel
B2094653D26FA6F8469F,Fri Nov 08 06:28:55 +0800 2013,Fri Nov 08 2013,3642249177221860,_______________ ____:http://t.cn/z8AtuOQ,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",2634012065,__ __,22.53775,114.047256,22.53775,114.047256,Five star hotels,Travel
B2094757DA6CA0FE459D,Fri Nov 08 06:30:10 +0800 2013,Fri Nov 08 2013,3642249486817140,_ ____:http://t.cn/z8QYRdD,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",1480860900,__ __,22.56031142,114.0589553,22.56031142,114.0589553,Residence,Home/Work
B2094757DA6CA0FE459D,Fri Nov 08 06:30:17 +0800 2013,Fri Nov 08 2013,3642249520372270,_ ____:http://t.cn/z8QYRdD,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",1480860900,__ __,22.56031142,114.0589553,22.56031142,114.0589553,Residence,Home/Work
B2094757DA6CA0FE459D,Fri Nov 08 06:30:25 +0800 2013,Fri Nov 08 2013,3642249545538820,_ ____:http://t.cn/z8QYRdD,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",1480860900,__ __,22.56031142,114.0589553,22.56031142,114.0589553,Residence,Home/Work
B2094653D268A0FE429F,Fri Nov 08 06:52:32 +0800 2013,Fri Nov 08 2013,3642255116090190,_________________________________________________________________________________ ________________________________________ ____:http://t.cn/z8ACvfg,"<a href=""http://app.weibo.com/t/feed/2AhyC"" rel=""nofollow"">__Galaxy Note II</a>",2859562934,__ __,22.5873,114.12419,22.5873,114.12419,Residence,Home/Work
B2094757D06FA1FF449F,Fri Nov 08 06:56:10 +0800 2013,Fri Nov 08 2013,3642256035054500,_____________………________________ __#_____# http://t.cn/zHeVeAI,"<a href=""http://app.weibo.com/t/feed/l2p7Q"" rel=""nofollow"">__Xperia SL LT26ii</a>",2801993884,__ __,22.541336,114.109025,22.541336,114.109025,Library,College/Organization
B2094653D26AABFF449D,Fri Nov 08 07:02:59 +0800 2013,Fri Nov 08 2013,3642257749585330,_________________@_________ @______  ____:http://t.cn/z8McHcY,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",2612268355,__ __,22.55463,114.035233,22.55463,114.035233,Bus Station,Travel
B2094653D26BA2F8409C,Fri Nov 08 07:06:19 +0800 2013,Fri Nov 08 2013,3642258584347490,______[__] ____:http://t.cn/z8AsLfD,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",1875107677,__ __,22.51545,114.05701,22.51545,114.05701,Bus Station,Travel
B2094757D16FA3F9449E,Fri Nov 08 07:08:57 +0800 2013,Fri Nov 08 2013,3642259247949420,_____ ____:http://t.cn/z8AtYTh,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",2568647880,__,22.50639,113.924782,22.50639,113.924782,Othersá,Others
B2094653D26BA3FA4499,Fri Nov 08 07:10:38 +0800 2013,Fri Nov 08 2013,3642259675173090,_____@______1122_____ __ ____:http://t.cn/z8AHj8d,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",2046532147,__ __,22.5172,114.06397,22.5172,114.06397,Bus Station,Travel
B2094652DB64A6FE459E,Fri Nov 08 07:13:55 +0800 2013,Fri Nov 08 2013,3642260501837460,________________ ____:http://t.cn/z8AG0wB,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",3803198330,__ __,22.52686,114.07571,22.52686,114.07571,Residence,Home/Work
B2094757D06BA6F8499D,Fri Nov 08 07:18:10 +0800 2013,Fri Nov 08 2013,3642261566964460,____________________________________…… ____:http://t.cn/z8ACqIj,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",1573098207,__ __,22.58111719,113.9562145,22.58111719,113.9562145,Mallsá,Shopping
B2094652DB64A1FE4399,Fri Nov 08 07:19:47 +0800 2013,Fri Nov 08 2013,3642261974140110,___________________ ____:http://t.cn/z8ytuYE,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",1847172125,__ __,22.52657,114.05139,22.52657,114.05139,Residence,Home/Work
B2094652DB69A1F84298,Fri Nov 08 07:24:50 +0800 2013,Fri Nov 08 2013,3642263244771330,______________“______________”____________“______________”_________“________________________” ____:http://t.cn/z8UCNIk,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",1336756577,__ __,22.54388,113.93402,22.54388,113.93402,Residence,Home/Work
B2094653D26BA3FB419C,Fri Nov 08 07:24:59 +0800 2013,Fri Nov 08 2013,3642263286992840,358_     [_______________] ____:http://t.cn/z8AbWR5,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",3032310072,__ __,22.56479,114.11269,22.56479,114.11269,Bus Station,Travel
B2094653D268A6FC409A,Fri Nov 08 07:28:26 +0800 2013,Fri Nov 08 2013,3642264155292340,___________[__][__][__][__][__][__] ____:http://t.cn/zQebuxc,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",3015730211,__ __,22.55612,114.12847,22.55612,114.12847,Hospitalá,Others
B2094653D268AAFE449E,Fri Nov 08 07:30:58 +0800 2013,Fri Nov 08 2013,3642264788019460,___________________________________________________[__][__][__] ____:http://t.cn/zQkaCpo,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",1848009277,__ __,22.5534,113.95195,22.5534,113.95195,Buildings,Others
B2094653D26FA0F54998,Fri Nov 08 07:32:31 +0800 2013,Fri Nov 08 2013,3642265182433690,__ ____:http://t.cn/z8Um4uN,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",1785645671,__ __,22.55127,114.12899,22.55127,114.12899,Residence,Home/Work
B2094757D06FA5F8429F,Fri Nov 08 07:33:20 +0800 2013,Fri Nov 08 2013,3642265383208250,___________________________________[__][___][_] ____:http://t.cn/z8AXK3j,"<a href=""http://app.weibo.com/t/feed/6Df7i5"" rel=""nofollow"">____2S</a>",2763437150,__ __,22.53877239,113.9442625,22.53877239,113.9442625,Subway,Travel
