poiid,created_time,id,text,source,user_id,user_location,lat_poi,lng_poi,lat_event,lng_event,category1,category2
B2094653D26EA2FB469C,Fri Aug 30 00:03:05 +0800 2013,3616784923915140,____________________[__][__][__] ____:http://t.cn/z8LS7xm,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",2331418815,__ __,22.58889,114.12574,22.58889,114.12574,Supermarkets,Shopping
B2094653D26DA5F44993,Fri Aug 30 00:03:33 +0800 2013,3616785037365090,____________FYS ____:http://t.cn/zHkGX1n,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",2692474420,__ __,22.54599,114.128616,22.54599,114.128616,Western restaurants,Food/Drinks
B2094652DB6AA4F5419E,Fri Aug 30 00:05:17 +0800 2013,3616785486270960,__________________________________________…______________… ____:http://t.cn/z8AsQnt ____:http://t.cn/z8AsQnt,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",1922870841,__ __,22.50095,113.930672,22.50095,113.930672,Residence,Home/Work
B2094652DB65A3F5499A,Fri Aug 30 00:06:13 +0800 2013,3616785720952360,______ ____:http://t.cn/z8ys0vX,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",3187202464,__ __,22.5091,114.05707,22.5091,114.05707,Buildings,Others
B2094653D26DA4F8499A,Fri Aug 30 00:06:51 +0800 2013,3616785880581510,____ ____:http://t.cn/z8LVfqk,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",2169274373,__ __,22.54895,114.102272,22.54895,114.102272,Western restaurants,Food/Drinks
B2094653D26EA1FF4892,Fri Aug 30 00:08:08 +0800 2013,3616786203426410,_ _ _ ____:http://t.cn/zQD5ekx,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",1678052907,__ __,22.56415,114.05747,22.56415,114.05747,Residence,Home/Work
B2094653D26EA4F84399,Fri Aug 30 00:08:24 +0800 2013,3616786262160780,____ ____:http://t.cn/z82nnHj,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",2169274373,__ __,22.55217,114.101181,22.55217,114.101181,Bakery,Food/Drinks
B2094750DB6BA5FD4399,Fri Aug 30 00:08:35 +0800 2013,3616786312712740,#_______##_______#______ ____:http://t.cn/z8ACmcV,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",2695832567,__ __,22.544446,114.110961,22.544446,114.110961,Unknowná,Others
B2094750DB6DA6FB409C,Fri Aug 30 00:10:22 +0800 2013,3616786756743080,____happy birthday_ ____:http://t.cn/z8Ae8Bp,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",2172287270,__ __,22.545845,114.110092,22.545845,114.110092,Unknowná,Others
B2094653D26EA4F84399,Fri Aug 30 00:10:32 +0800 2013,3616786794158400,____ ____:http://t.cn/z82nnHj,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",2169274373,__ __,22.55217,114.101181,22.55217,114.101181,Bakery,Food/Drinks
B2094653D268A6FF419B,Fri Aug 30 00:11:59 +0800 2013,3616787176483400,_____________________________ ____:http://t.cn/z8UlxwG,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",2364100692,__ __,22.58359,113.966011,22.58359,113.966011,Residence,Home/Work
B2094757D064ABFF419A,Fri Aug 30 00:12:54 +0800 2013,3616787390665690,-0-________________ __#______# http://t.cn/zHFa4Js,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",1923593072,__ __,22.553787,114.033272,22.553787,114.033272,Subway,Travel
B2094653D269A2FE4599,Fri Aug 30 00:12:58 +0800 2013,3616787415836880,______________[_][_][____][____][____] ____:http://t.cn/z8UlaxB,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",2620047724,__ __,22.57501,113.95374,22.57501,113.95374,Buildings,Others
B2094653D269A2FE4599,Fri Aug 30 00:14:00 +0800 2013,3616787671532390,___________________[____] ____:http://t.cn/z8UlaxB,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",2620047724,__ __,22.57501,113.95374,22.57501,113.95374,Buildings,Others
B2094757D16CA3FE489A,Fri Aug 30 00:14:01 +0800 2013,3616787675727630,__:#______#  ________ _______ _________ ________ _______ ___________ _______________________ ____________________[__],"<a href=""http://app.weibo.com/t/feed/1KbPpV"" rel=""nofollow"">WeicoHD.iPad</a>",1919154065,__ __,113.951691,22.556,22.556,113.951691,Hostelsá,Travel
B2094653D26BA2FB449E,Fri Aug 30 00:15:43 +0800 2013,3616788111778410,_________________[__][__][__][__][_][_][_][_][_] ____:http://t.cn/z8UlTyI,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",1743657132,__ __,22.61002,113.971901,22.61002,113.971901,Bus Station,Travel
B2094653D26EA5FC4293,Fri Aug 30 00:20:27 +0800 2013,3616789307426500,__________________________[_][_] ____:http://t.cn/z8Uj7wv,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",2244914705,__ __,22.5503,114.10882,22.5503,114.10882,Bakery,Food/Drinks
B2094652DB65A1FA4198,Fri Aug 30 00:22:08 +0800 2013,3616789726960270,@_____ [___][___][___][__]_________ ____:http://t.cn/z8A9luW,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",2629288401,__ __,22.55612,114.036324,22.55612,114.036324,Buildings,Others
B2094750D36BAAFE4692,Fri Aug 30 00:22:29 +0800 2013,3616789810866460,_________________________****14 ____:http://t.cn/z8UjUs1,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",2347859687,__ __,22.5378548,114.1101815,22.5378548,114.1101815,Western restaurants,Food/Drinks
B2094653D26EA5FC4293,Fri Aug 30 00:24:31 +0800 2013,3616790330824400,___________________________________________________________________________________1/5_____________________________________ ____:http://t.cn/z8Uj7wv,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",2244914705,__ __,22.5503,114.10882,22.5503,114.10882,Bakery,Food/Drinks
B2094653D269AAF94298,Fri Aug 30 00:27:12 +0800 2013,3616790989493050,___@__________ ____[__][__][__][__][__]________________[__][__][__] ____:http://t.cn/z8UjCg1,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",2141882473,__ __,22.536501,113.919968,22.536501,113.919968,Outdoors,Outdoors/Sports
B2094653D26BA2F44792,Fri Aug 30 00:27:45 +0800 2013,3616791131872560,______2013__last travel[_] ____:http://t.cn/zQeAdlv,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",1797049362,__ __,22.53264,113.99561,22.53264,113.99561,Bus Station,Travel
B2094757D565A4F94492,Fri Aug 30 00:28:25 +0800 2013,3616791299003880,__ ____:http://t.cn/z8ADXlG,"<a href=""http://app.weibo.com/t/feed/6Df7i5"" rel=""nofollow"">____2S</a>",1911435852,__ __,22.56114746,114.1292934,22.56114746,114.1292934,Residence,Home/Work
B2094757D065A1F8409E,Fri Aug 30 00:31:16 +0800 2013,3616792025211970,_____ ____:http://t.cn/z82cj9T,"<a href=""http://app.weibo.com/t/feed/4d8JpP"" rel=""nofollow"">__Galaxy SIII</a>",2869226004,__ __,22.56469917,114.0516129,22.56469917,114.0516129,Fast food,Food/Drinks
B2094652DB64A1FB4692,Fri Aug 30 00:32:28 +0800 2013,3616792327276400,____ _____________________ ______________________ ____ ____ ____ __________ _____ [__][__][__] ____:http://t.cn/z8UjDvP,"<a href=""http://app.weibo.com/t/feed/6tbQhM"" rel=""nofollow"">____2</a>",1976900202,__ __,22.52232,114.05056,22.52232,114.05056,Residence,Home/Work
B2094653D26EA4F8419E,Fri Aug 30 00:36:12 +0800 2013,3616793257973600,______________________________________________________…______________________________________ ____:http://t.cn/z82ypHO,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",1732922900,__ __,22.54149,114.12491,22.54149,114.12491,Buildings,Others
B2094652DB69A0FF4292,Fri Aug 30 00:36:16 +0800 2013,3616793274751910,_______________www.17hw.cn ____:http://t.cn/zQehCyy,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",2106212512,__ __,22.53314,113.941139,22.53314,113.941139,Restaurant,Food/Drinks
B2094652DB69A4F5439C,Fri Aug 30 00:36:16 +0800 2013,3616793287970880,______________[_] ____:http://t.cn/zQkkb1T,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",2383048983,__ __,22.523331,113.930077,22.523331,113.930077,Residence,Home/Work
B2094652DB64A1FE439E,Fri Aug 30 00:36:40 +0800 2013,3616793375096640,http://t.cn/zQioeUY #_______# ____:http://t.cn/z8ADwqI,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",2521975197,__ __,22.52636,114.05254,22.52636,114.05254,Residence,Home/Work
B2094652DB64AAFC4599,Fri Aug 30 00:37:08 +0800 2013,3616793497063120,___:G_ys333_ ____:http://t.cn/z8LYxWR,"<a href=""http://app.weibo.com/t/feed/2AhyC"" rel=""nofollow"">__Galaxy Note II</a>",3739819861,__ __,22.52565,114.0296,22.52565,114.0296,Residence,Home/Work
B2094757D065A1FB429C,Fri Aug 30 00:37:39 +0800 2013,3616793627516520,@___ ________________________[hold_][hold_][hold_][hold_] ____:http://t.cn/z82BRBg,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",2809274104,__ __,22.546249,114.128151,22.546249,114.128151,Cantonese cuisine,Food/Drinks
B2094757D065A1FB429C,Fri Aug 30 00:38:13 +0800 2013,3616793770150050,@___apple ____[__][__]_______[__][__]___[__][__][__] ____:http://t.cn/z82BRBg,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",2809274104,__ __,22.546249,114.128151,22.546249,114.128151,Cantonese cuisine,Food/Drinks
B2094653D26EA7F44899,Fri Aug 30 00:38:58 +0800 2013,3616793954731600,____ ____:http://t.cn/z82lhbv,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",3191412114,__ ___,22.5403,114.10321,22.5403,114.10321,Fourástar hotels,Travel
B2094652DB69A2FA429F,Fri Aug 30 00:39:30 +0800 2013,3616794092367130,__________________________[__]_______…[_]__[_] ____:http://t.cn/z82mTns,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",1709941734,__ __,22.58592,113.96924,22.58592,113.96924,Colleges&Universities,College/Organization
B2094653D26FAAFC439B,Fri Aug 30 00:41:56 +0800 2013,3616794701156480,________________________ ____:http://t.cn/z8LBlO5,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",2080594671,__ __,22.515051,113.91996,22.515051,113.91996,Residence,Home/Work
B2094653D26CABFC439F,Fri Aug 30 00:44:05 +0800 2013,3616795237852320,_______-_______________   ________:____________________________________ ____:http://t.cn/z8yKjCO,"<a href=""http://app.weibo.com/t/feed/13mmrA"" rel=""nofollow"">OPPO____</a>",3275039265,__ __,22.53875,114.10736,22.53875,114.10736,Hospitalá,Others
B2094757D16CAAFD419C,Fri Aug 30 00:48:50 +0800 2013,3616796446006480,_______ _____:6:30____________:8:30____________:11:00____________:12:50____________:15:00____________:17:30____________:22:00________________ ____:http://t.cn/z8LBWW9,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",2742450402,__ __,22.52205086,114.0486908,22.52205086,114.0486908,Japanese cuisine,Food/Drinks
B2094653D269A2FA489D,Fri Aug 30 00:52:53 +0800 2013,3616797452841900,______________________________________________ ____:http://t.cn/zQe5j1q,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",2634548655,__ __,22.57271,114.109993,22.57271,114.109993,Gate,Others
B2094757D064A3F8489D,Fri Aug 30 00:59:00 +0800 2013,3616799008904450,_________________ ____:http://t.cn/z8U7eHl,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",1955180691,__ ___,22.53358273,114.0686171,22.53358273,114.0686171,Cantonese cuisine,Food/Drinks
B2094652DB64AAFC4599,Fri Aug 30 01:01:11 +0800 2013,3616799540804150,___baby[___] ____:http://t.cn/z8LYxWR,"<a href=""http://app.weibo.com/t/feed/2AhyC"" rel=""nofollow"">__Galaxy Note II</a>",3739819861,__ __,22.52565,114.0296,22.52565,114.0296,Residence,Home/Work
B2094757D164ABFF4892,Fri Aug 30 01:07:51 +0800 2013,3616801227466980,@AKD___ @fff__ @_____ @C-HRISTINE__ _____ ____:http://t.cn/z8UHpGO,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",2383206247,__ __,22.55722781,114.1081194,22.55722781,114.1081194,KTV,Nightlife
B2094652DB64A4FC469D,Fri Aug 30 01:08:37 +0800 2013,3616801416245150,_______ ____:http://t.cn/zQeABiK,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",2766923657,__ __,22.53511,114.086273,22.53511,114.086273,Buildings,Others
B2094653D269ABF8439B,Fri Aug 30 01:10:12 +0800 2013,3616801814858240,____________________________________________________________________________… ____:http://t.cn/z8AgAMr,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",1762465775,__ __,22.56452,114.102226,22.56452,114.102226,Buildings,Others
B2094757DA64ABF84193,Fri Aug 30 01:13:24 +0800 2013,3616802619948710,___________[_][_]_________[__][__] ____:http://t.cn/zHFpJEj,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",2594004472,__ __,22.535685,114.119827,22.535685,114.119827,Buildings,Others
B2094652DB6AA1FD4492,Fri Aug 30 01:14:00 +0800 2013,3616802775162860,#_______##_______#____ ____:http://t.cn/z8UQPOb,"<a href=""http://app.weibo.com/t/feed/2AhyC"" rel=""nofollow"">__Galaxy Note II</a>",1890761492,__ __,22.56625,113.91419,22.56625,113.91419,Vocational schools,College/Organization
B2094653D26CA1F8409C,Fri Aug 30 01:28:25 +0800 2013,3616806399146380,#_______##_______# ____:http://t.cn/z8U8hwr,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",2424063461,__,22.56291,114.1267,22.56291,114.1267,Life&Entertainment,Art/Entertainment
B2094653D26AA3FC479E,Fri Aug 30 01:34:47 +0800 2013,3616808001146120,_________________________[___][___] ____:http://t.cn/z8U8Oe2,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",2769721253,__ __,22.535879,114.083923,22.535879,114.083923,Tea,Food/Drinks
B2094653D26AABF54792,Fri Aug 30 01:37:10 +0800 2013,3616808600991560,______..._____ ____:http://t.cn/z8USGc6,"<a href=""http://app.weibo.com/t/feed/2AhyC"" rel=""nofollow"">__Galaxy Note II</a>",2100109775,__ __,22.55056,114.13535,22.55056,114.13535,Bus Station,Travel
B2094757D165A1FA429D,Fri Aug 30 01:39:12 +0800 2013,3616809112246030,____________________________  ____:http://t.cn/zQk7MtQ,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",2125891854,__,22.531307,114.059135,22.531307,114.059135,Unknowná,Others
B2094757D16FAAFB489B,Fri Aug 30 01:41:21 +0800 2013,3616809653984540,_______________________ ____:http://t.cn/z8LjVAA,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",2923628995,__ ___,22.548965,114.115501,22.548965,114.115501,Unknowná,Others
B2094750D56EA6FD4599,Fri Aug 30 01:43:14 +0800 2013,3616810127341780,@______ ____ ____:http://t.cn/zQetgRE,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",2843675803,__,22.523346,113.992493,22.523346,113.992493,Unknowná,Others
B2094751DA69ABF84392,Fri Aug 30 01:45:44 +0800 2013,3616810756468800,________[__][__][__] _____[___] _____________[_][_][_] ____:http://t.cn/z82UBqN,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",2859597660,__ __,22.537409,114.110695,22.537409,114.110695,Life&Entertainment,Art/Entertainment
B2094757D76BA6FB4892,Fri Aug 30 01:47:00 +0800 2013,3616811079777940,_________________________________________________________________________________ ____:http://t.cn/z8UKAUi,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",3555882037,__ __,22.56156,114.17108,22.56156,114.17108,Fast food,Food/Drinks
B2094652DB6AAAFE4292,Fri Aug 30 01:49:06 +0800 2013,3616811604252060,____________________________________________________________________________________________________ ____:http://t.cn/z82APyW,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",1912749182,__ __,22.48144,113.88745,22.48144,113.88745,Residence,Home/Work
B2094653D268A1F54992,Fri Aug 30 01:49:49 +0800 2013,3616811784482150,_____[_] ____:http://t.cn/zQFN04O,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",1547878185,__ __,22.489901,113.921707,22.489901,113.921707,Residence,Home/Work
B2094653D26AAAF54198,Fri Aug 30 01:52:33 +0800 2013,3616812476739930,[_][_][_]__________________  _____________ __________[__][__]________  _______      ______[_][_][_] ____:http://t.cn/z8ydsbn,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",3757034827,__,22.53234,113.92903,22.53234,113.92903,Bus Station,Travel
B2094653D26AABF8479B,Fri Aug 30 01:57:10 +0800 2013,3616813634055180,________________________________ ____:http://t.cn/zHktE2z,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",1153013947,__ __,22.52636,114.06828,22.52636,114.06828,Bus Station,Travel
B2094757D46CA1FD4999,Fri Aug 30 02:02:24 +0800 2013,3616814951184340,___10____[__][__][__] ____:http://t.cn/z8Ld3Au,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",3317026343,__ __,22.53805,114.092049,22.53805,114.092049,Hunan cuisine,Food/Drinks
B2094757D169AAFE439D,Fri Aug 30 02:11:36 +0800 2013,3616817266457750,___   ___ ____:http://t.cn/z8Aexgt,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",2485685701,__ __,22.535805,114.053505,22.535805,114.053505,Unknowná,Others
B2094653D268A1FF419F,Fri Aug 30 02:12:20 +0800 2013,3616817451027990,_________JL____________ ____:http://t.cn/z8Ab5S6,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",3132130271,__,22.56073,114.064537,22.56073,114.064537,Residence,Home/Work
B2094653D26AAAFD4692,Fri Aug 30 02:16:21 +0800 2013,3616818461707640,_____________________________ http://t.cn/zHDDBlb,"<a href=""http://app.weibo.com/t/feed/7E4i6P"" rel=""nofollow"">S60___</a>",2260450023,__ __,22.5332916,113.9918781,22.5332916,113.9918781,Bus Station,Travel
B2094653D26FA6F84599,Fri Aug 30 02:18:18 +0800 2013,3616818952501220,_______________[_][_][_] ____:http://t.cn/z8AjG0c,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",2657990142,__ __,22.56424,114.12496,22.56424,114.12496,Residence,Home/Work
B2094757D66DA1FC409E,Fri Aug 30 02:19:48 +0800 2013,3616819330199740,___. ____:http://t.cn/z8Un40u,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",1793961663,__,22.52471,114.037361,22.52471,114.037361,Unknowná,Others
B2094653D26BA2FA409E,Fri Aug 30 02:25:33 +0800 2013,3616820780802630,______ ____:http://t.cn/zQezeFS,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",3080017184,__ ___,22.56115,113.92111,22.56115,113.92111,Bus Station,Travel
B2094653D26CA0FB4298,Fri Aug 30 02:25:41 +0800 2013,3616820810936420,______________[___][___][___][___][___][___][___][___] ____:http://t.cn/z8UnKJY,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",2964938485,__ __,22.53609,114.09477,22.53609,114.09477,Residence,Home/Work
B2094757DA6EAAF9479A,Fri Aug 30 02:34:05 +0800 2013,3616822924731240,_______ ___________[__][__][__] ____:http://t.cn/z8Umhlp,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",1997814417,__ __,22.538415,114.107795,22.538415,114.107795,Life&Entertainment,Art/Entertainment
B2094653D26FAAFB439B,Fri Aug 30 02:37:40 +0800 2013,3616823826375660,____________________________________ ____:http://t.cn/zHe6xsy,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",2959049230,__ __,22.54506,114.13684,22.54506,114.13684,Residence,Home/Work
B2094652DB65A1F5409D,Fri Aug 30 02:40:39 +0800 2013,3616824577385040,_____________________[_][_][_] ____:http://t.cn/z8ABAj4,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",2144176005,__ ___,22.55132,114.01682,22.55132,114.01682,Residence,Home/Work
B2094652DB65A1F4449D,Fri Aug 30 02:44:26 +0800 2013,3616825529088360,__________________________________________________________ ____:http://t.cn/z8UmQH6,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",2165002894,__ __,22.54952,114.012894,22.54952,114.012894,Residence,Home/Work
B2094652DB65A0FC489E,Fri Aug 30 02:45:26 +0800 2013,3616825781210700,[__][__][__]____ ____:http://t.cn/z8Umncv,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",1737580550,__ __,22.570181,114.097649,22.570181,114.097649,Residence,Home/Work
B2094757D064ABF5409E,Fri Aug 30 02:47:07 +0800 2013,3616826204861930,_________________________________________________[__][__] ____:http://t.cn/z8ydsi3,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",2390607861,__ __,22.52536964,113.9239426,22.52536964,113.9239426,Hotpot,Food/Drinks
B2094652DB64AAF8469D,Fri Aug 30 02:51:27 +0800 2013,3616827294977460,_______ ____:http://t.cn/z8Uu4aA,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",3092677950,__ __,22.535021,114.025551,22.535021,114.025551,Residence,Home/Work
B2094653D26EA1FF4892,Fri Aug 30 02:53:34 +0800 2013,3616827827874120,__05________10_________9_20___________10________________________________________ ____:http://t.cn/zHFBF7a,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",1302308812,__ __,22.56415,114.057472,22.56415,114.057472,Residence,Home/Work
B2094757D16BA0F9429B,Fri Aug 30 02:57:34 +0800 2013,3616828834561490,[__][__]____________[__] ____:http://t.cn/z8ANfdK,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",2940935173,__ __,22.522111,114.028961,22.522111,114.028961,Unknowná,Others
B2094652DB65A3FD489F,Fri Aug 30 02:58:34 +0800 2013,3616829090426080,__________ _____ _______________@__ ___  _  ___________ ___ ____:http://t.cn/z8UuTTZ,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",2712699370,__ __,22.52042,114.031998,22.52042,114.031998,Gate,Home/Work
B2094653D26AA4FA479B,Fri Aug 30 03:01:16 +0800 2013,3616829765216990,___________________happy______________________________________________________________ ____:http://t.cn/z8AliLj,"<a href=""http://app.weibo.com/t/feed/15mWgo"" rel=""nofollow"">____G3_</a>",2628209575,__ __,22.50804,114.05377,22.50804,114.05377,Bus Station,Travel
B2094757D46BABFA4899,Fri Aug 30 03:04:12 +0800 2013,3616830508202950,_______ ____:http://t.cn/z82Ze2s,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",2771053687,__ __,22.53545,114.08136,22.53545,114.08136,Fast food,Food/Drinks
B2094652DB65A3F5499A,Fri Aug 30 03:05:29 +0800 2013,3616830826143790,_______ ____:http://t.cn/z8ys0vX,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",3187202464,__ __,22.5091,114.05707,22.5091,114.05707,Buildings,Others
B2094652DB65A6FF4192,Fri Aug 30 03:06:46 +0800 2013,3616831149124450,____ ____ ____ ____ ____ ____ ____ ____ [__][__][__] ____:http://t.cn/z8U3Gp3,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",1789083183,__ __,22.54917,114.11055,22.54917,114.11055,Buildings,Others
B2094653D269A2F4419D,Fri Aug 30 03:07:28 +0800 2013,3616831325295290,__________________________________________________ ____:http://t.cn/z8U3cb9,"<a href=""http://app.weibo.com/t/feed/6tbQhM"" rel=""nofollow"">____2</a>",2161964845,__ __,22.59069,113.98783,22.59069,113.98783,Buildings,Others
B2094653D26AA0FC439E,Fri Aug 30 03:08:00 +0800 2013,3616831459803550,___________ ____:http://t.cn/z8U3fJx,"<a href=""http://app.weibo.com/t/feed/2AhyC"" rel=""nofollow"">__Galaxy Note II</a>",1800436025,__ __,22.50896,114.05015,22.50896,114.05015,Residence,Home/Work
B2094757D06BABF44692,Fri Aug 30 03:35:59 +0800 2013,3616838502452660,______________________________ ____:http://t.cn/z8U1Fxo,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",3719664332,__ __,22.56884956,114.1373291,22.56884956,114.1373291,Shops,Shopping
B2094652DB65A7F44893,Fri Aug 30 03:39:26 +0800 2013,3616839370513990,______________________________________________________________________________________________________________ ____:http://t.cn/zQeyMQd,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",2325982160,__ __,22.55109,114.11278,22.55109,114.11278,Specialty restaurants,Food/Drinks
B2094652DB65A6FD4799,Fri Aug 30 03:43:38 +0800 2013,3616840427529790,______________________________[_][__][_] ____:http://t.cn/z8LcxqA,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",1934324895,__ __,22.555,114.11072,22.555,114.11072,Buildings,Others
B2094653D26FA5F5499F,Fri Aug 30 03:58:05 +0800 2013,3616844063742600,______[__][__][_] ____:http://t.cn/z8UrUFG,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android___</a>",2127953267,__ __,22.57105,114.14036,22.57105,114.14036,Residence,Home/Work
B2094757D76DA2FA409A,Fri Aug 30 04:02:41 +0800 2013,3616845221748340,_____[_][_] ____:http://t.cn/zQeMDRP,"<a href=""http://app.weibo.com/t/feed/9ksdit"" rel=""nofollow"">iPhone___</a>",2901924705,__ __,22.563601,113.974518,22.563601,113.974518,Fast food,Food/Drinks
B2094653D26BA2FB479C,Fri Aug 30 04:18:14 +0800 2013,3616849135023190,_______________________________________@___Nee _______ ____:http://t.cn/z8Udfsv,"<a href=""http://app.weibo.com/t/feed/1J95c3"" rel=""nofollow"">____</a>",1602565603,__ __,22.53229,113.91577,22.53229,113.91577,Bus Station,Travel
