poiid,Field2,id,text,source,user_id,user_location,lat_poi,lng_poi,lat_event,lng_event,user_created_time,category1,category2,created_time,Day,Month,Year,Date,Time
B2094653D26BA3FA4292,,3.64169E+15,"m,l??? ????:http://t.cn/z8Lutlf","<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android???</a>",3428292990,??,22.56169,114.13906,22.56169,114.13906,Fri May 31 00:47:43 +0800 2013,Bus Station,Travel,Wed Nov 06 17:22:08 +0800 2013,Wed,Nov,2013,6,17:22:08
B2094653D26BA3FA4292,,3.64168E+15,???? ????:http://t.cn/z8Lutlf,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android???</a>",3428292990,??,22.56169,114.13906,22.56169,114.13906,Fri May 31 00:47:43 +0800 2013,Bus Station,Travel,Wed Nov 06 17:04:42 +0800 2013,Wed,Nov,2013,6,17:04:42
B2094653D26BA3FA4292,,3.64168E+15,???? ????:http://t.cn/z8Lutlf,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android???</a>",3428292990,??,22.56169,114.13906,22.56169,114.13906,Fri May 31 00:47:43 +0800 2013,Bus Station,Travel,Wed Nov 06 17:02:12 +0800 2013,Wed,Nov,2013,6,17:02:12
B2094653D26EA7FB4993,,3.64318E+15,88225[??]?????????????SM? ????:http://t.cn/z8ADFtH,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android???</a>",3428292990,??,22.56442,114.14068,22.56442,114.14068,Fri May 31 00:47:43 +0800 2013,Hotel chains,Travel,Sun Nov 10 19:57:17 +0800 2013,Sun,Nov,2013,10,19:57:17
B2094653D26EA7FB4993,,3.64317E+15,88219??????[?][?]???????[??] ????:http://t.cn/z8ADFtH,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android???</a>",3428292990,??,22.56442,114.14068,22.56442,114.14068,Fri May 31 00:47:43 +0800 2013,Hotel chains,Travel,Sun Nov 10 19:19:44 +0800 2013,Sun,Nov,2013,10,19:19:44
B2094653D26EA7FB4993,,3.64316E+15,88245???????? [?][?]???????????? ?????[?][?]?????????[?][?][?] ????:http://t.cn/z8ADFtH,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android???</a>",3428292990,??,22.56442,114.14068,22.56442,114.14068,Fri May 31 00:47:43 +0800 2013,Hotel chains,Travel,Sun Nov 10 18:34:13 +0800 2013,Sun,Nov,2013,10,18:34:13
B2094653D26EA7FB4993,,3.64315E+15,88215?????????????[?][?] ?? ????:http://t.cn/z8ADFtH,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android???</a>",3428292990,??,22.56442,114.14068,22.56442,114.14068,Fri May 31 00:47:43 +0800 2013,Hotel chains,Travel,Sun Nov 10 18:07:14 +0800 2013,Sun,Nov,2013,10,18:07:14
B2094653D26EA7FB4993,,3.64315E+15,88290???????????????? ????[?][?]?????[??][?][?][??][??]SM? ????:http://t.cn/z8ADFtH,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android???</a>",3428292990,??,22.56442,114.14068,22.56442,114.14068,Fri May 31 00:47:43 +0800 2013,Hotel chains,Travel,Sun Nov 10 18:04:28 +0800 2013,Sun,Nov,2013,10,18:04:28
B2094653D26EA7FB4993,,3.64315E+15,"???????????:????????M,L,XL??? ????:http://t.cn/z8ADFtH","<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android???</a>",3428292990,??,22.56442,114.14068,22.56442,114.14068,Fri May 31 00:47:43 +0800 2013,Hotel chains,Travel,Sun Nov 10 18:01:22 +0800 2013,Sun,Nov,2013,10,18:01:22
B2094653D26EA7FB4993,,3.64315E+15,[??][??]1-149[?]????????????[?]??????????[??][?][?][?][??][??]?? ??2? ????:http://t.cn/z8ADFtH,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android???</a>",3428292990,??,22.56442,114.14068,22.56442,114.14068,Fri May 31 00:47:43 +0800 2013,Hotel chains,Travel,Sun Nov 10 17:58:07 +0800 2013,Sun,Nov,2013,10,17:58:07
B2094653D26EA7FB4993,,3.64315E+15,88195[?]??????????[?][?][?]?????[??][??]???????3?[?][?]?? ????:http://t.cn/z8ADFtH,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android???</a>",3428292990,??,22.56442,114.14068,22.56442,114.14068,Fri May 31 00:47:43 +0800 2013,Hotel chains,Travel,Sun Nov 10 17:55:49 +0800 2013,Sun,Nov,2013,10,17:55:49
B2094653D26EA7FB4993,,3.64315E+15,88205 ????????????????[?][?] ????:http://t.cn/z8ADFtH,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android???</a>",3428292990,??,22.56442,114.14068,22.56442,114.14068,Fri May 31 00:47:43 +0800 2013,Hotel chains,Travel,Sun Nov 10 17:51:41 +0800 2013,Sun,Nov,2013,10,17:51:41
B2094653D26EA7FB4993,,3.64315E+15,88300 ????????????????[?][?] ????:http://t.cn/z8ADFtH,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android???</a>",3428292990,??,22.56442,114.14068,22.56442,114.14068,Fri May 31 00:47:43 +0800 2013,Hotel chains,Travel,Sun Nov 10 17:49:04 +0800 2013,Sun,Nov,2013,10,17:49:04
B2094653D26EA7FB4993,,3.6425E+15,?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????? ????:http://t.cn/z8ADFtH,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android???</a>",3428292990,??,22.56442,114.14068,22.56442,114.14068,Fri May 31 00:47:43 +0800 2013,Hotel chains,Travel,Fri Nov 08 23:07:01 +0800 2013,Fri,Nov,2013,8,23:07:01
B2094653D26EA7FB4993,,3.6425E+15,?????????????????????????????????????[??]???????????????????????????????????????[??]??????????????????? ????:http://t.cn/z8ADFtH,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android???</a>",3428292990,??,22.56442,114.14068,22.56442,114.14068,Fri May 31 00:47:43 +0800 2013,Hotel chains,Travel,Fri Nov 08 23:00:33 +0800 2013,Fri,Nov,2013,8,23:00:33
B2094653D26EA7FB4993,,3.6425E+15,???????????????? ??????????????DD???????????????????????????????????????[??][??]????????? ???????????[??] ????:http://t.cn/z8ADFtH,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android???</a>",3428292990,??,22.56442,114.14068,22.56442,114.14068,Fri May 31 00:47:43 +0800 2013,Hotel chains,Travel,Fri Nov 08 22:58:24 +0800 2013,Fri,Nov,2013,8,22:58:24
B2094653D26EA7FB4993,,3.64243E+15,??????????????????????????????138189 ????:http://t.cn/z8ADFtH,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android???</a>",3428292990,??,22.56442,114.14068,22.56442,114.14068,Fri May 31 00:47:43 +0800 2013,Hotel chains,Travel,Fri Nov 08 18:33:46 +0800 2013,Fri,Nov,2013,8,18:33:46
B2094653D26EA7FB4993,,3.64243E+15,???? ????:http://t.cn/z8ADFtH,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android???</a>",3428292990,??,22.56442,114.14068,22.56442,114.14068,Fri May 31 00:47:43 +0800 2013,Hotel chains,Travel,Fri Nov 08 18:27:57 +0800 2013,Fri,Nov,2013,8,18:27:57
B2094653D26EA7FB4993,,3.64243E+15,???? ????:http://t.cn/z8ADFtH,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android???</a>",3428292990,??,22.56442,114.14068,22.56442,114.14068,Fri May 31 00:47:43 +0800 2013,Hotel chains,Travel,Fri Nov 08 18:27:23 +0800 2013,Fri,Nov,2013,8,18:27:23
B2094653D26EA7FB4993,,3.64243E+15,???? ????:http://t.cn/z8ADFtH,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android???</a>",3428292990,??,22.56442,114.14068,22.56442,114.14068,Fri May 31 00:47:43 +0800 2013,Hotel chains,Travel,Fri Nov 08 18:27:01 +0800 2013,Fri,Nov,2013,8,18:27:01
B2094653D26EA7FB4993,,3.64243E+15,????[??][??] ????:http://t.cn/z8ADFtH,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android???</a>",3428292990,??,22.56442,114.14068,22.56442,114.14068,Fri May 31 00:47:43 +0800 2013,Hotel chains,Travel,Fri Nov 08 18:26:35 +0800 2013,Fri,Nov,2013,8,18:26:35
B2094653D26EA7FB4993,,3.64243E+15,???? ????:http://t.cn/z8ADFtH,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android???</a>",3428292990,??,22.56442,114.14068,22.56442,114.14068,Fri May 31 00:47:43 +0800 2013,Hotel chains,Travel,Fri Nov 08 18:26:13 +0800 2013,Fri,Nov,2013,8,18:26:13
B2094653D26EA7FB4993,,3.64243E+15,[??][??][??]????????????????????????????OUT ??????????????????????????????????????????[??][??]????????????????????[??][??][??][??][??] ????:http://t.cn/z8ADFtH,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android???</a>",3428292990,??,22.56442,114.14068,22.56442,114.14068,Fri May 31 00:47:43 +0800 2013,Hotel chains,Travel,Fri Nov 08 18:25:35 +0800 2013,Fri,Nov,2013,8,18:25:35
B2094653D26EA7FB4993,,3.64243E+15,?????????????????????????[??]??????????????99?????[??]50????????????????[??]?????[??]????????[??]??????????[??]????????[??][??] ????:http://t.cn/z8ADFtH,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android???</a>",3428292990,??,22.56442,114.14068,22.56442,114.14068,Fri May 31 00:47:43 +0800 2013,Hotel chains,Travel,Fri Nov 08 18:24:25 +0800 2013,Fri,Nov,2013,8,18:24:25
B2094653D26EA7FB4993,,3.64243E+15,?? ????:http://t.cn/z8ADFtH,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android???</a>",3428292990,??,22.56442,114.14068,22.56442,114.14068,Fri May 31 00:47:43 +0800 2013,Hotel chains,Travel,Fri Nov 08 18:23:24 +0800 2013,Fri,Nov,2013,8,18:23:24
B2094653D26EA7FB4993,,3.64243E+15,????? ???? ???? ????????138209 ????:http://t.cn/z8ADFtH,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android???</a>",3428292990,??,22.56442,114.14068,22.56442,114.14068,Fri May 31 00:47:43 +0800 2013,Hotel chains,Travel,Fri Nov 08 18:22:54 +0800 2013,Fri,Nov,2013,8,18:22:54
B2094653D26EA7FB4993,,3.64215E+15,????DD??BB?????BB?????DD?????????????????????????????????????????????????????????DD?????????????????MM???????? ??????? ????[?][?] ????:http://t.cn/z8ADFtH,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android???</a>",3428292990,??,22.56442,114.14068,22.56442,114.14068,Fri May 31 00:47:43 +0800 2013,Hotel chains,Travel,Fri Nov 08 00:07:24 +0800 2013,Fri,Nov,2013,8,00:07:24
B2094653D26EA7FB4993,,3.64214E+15,????????????????  1.???  2.??  3.????  4.??  5.???? ????:http://t.cn/z8ADFtH,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android???</a>",3428292990,??,22.56442,114.14068,22.56442,114.14068,Fri May 31 00:47:43 +0800 2013,Hotel chains,Travel,Thu Nov 07 23:22:17 +0800 2013,Thu,Nov,2013,7,23:22:17
B2094653D26EA7FB4993,,3.64214E+15,???????????????????????????????????????????????????????????????????'???[??][??]MLXL?4?138329 ????:http://t.cn/z8ADFtH,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android???</a>",3428292990,??,22.56442,114.14068,22.56442,114.14068,Fri May 31 00:47:43 +0800 2013,Hotel chains,Travel,Thu Nov 07 23:19:17 +0800 2013,Thu,Nov,2013,7,23:19:17
B2094653D26EA7FB4993,,3.64214E+15,2???T ????? ???? ?????????? ???????????? ???????…138133 ????:http://t.cn/z8ADFtH,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android???</a>",3428292990,??,22.56442,114.14068,22.56442,114.14068,Fri May 31 00:47:43 +0800 2013,Hotel chains,Travel,Thu Nov 07 23:16:10 +0800 2013,Thu,Nov,2013,7,23:16:10
B2094653D26EA7FB4993,,3.64214E+15,????[??][??][??][??][??]????[??]??????138159 ????:http://t.cn/z8ADFtH,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android???</a>",3428292990,??,22.56442,114.14068,22.56442,114.14068,Fri May 31 00:47:43 +0800 2013,Hotel chains,Travel,Thu Nov 07 23:14:12 +0800 2013,Thu,Nov,2013,7,23:14:12
B2094653D26EA7FB4993,,3.64213E+15,??: ??????????M~XL???? ????:http://t.cn/z8ADFtH,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android???</a>",3428292990,??,22.56442,114.14068,22.56442,114.14068,Fri May 31 00:47:43 +0800 2013,Hotel chains,Travel,Thu Nov 07 22:46:29 +0800 2013,Thu,Nov,2013,7,22:46:29
B2094653D26EA7FB4993,,3.64204E+15,725????[?]????? ????[?] ????:http://t.cn/z8ADFtH,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android???</a>",3428292990,??,22.56442,114.14068,22.56442,114.14068,Fri May 31 00:47:43 +0800 2013,Hotel chains,Travel,Thu Nov 07 16:37:26 +0800 2013,Thu,Nov,2013,7,16:37:26
B2094653D26EA7FB4993,,3.64204E+15,724-88250?????????? ????:http://t.cn/z8ADFtH,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android???</a>",3428292990,??,22.56442,114.14068,22.56442,114.14068,Fri May 31 00:47:43 +0800 2013,Hotel chains,Travel,Thu Nov 07 16:35:05 +0800 2013,Thu,Nov,2013,7,16:35:05
B2094653D26EA7FB4993,,3.64204E+15,723-88225??????? ?????[?] ????:http://t.cn/z8ADFtH,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android???</a>",3428292990,??,22.56442,114.14068,22.56442,114.14068,Fri May 31 00:47:43 +0800 2013,Hotel chains,Travel,Thu Nov 07 16:32:25 +0800 2013,Thu,Nov,2013,7,16:32:25
B2094653D26EA7FB4993,,3.64204E+15,717-88220???????[?]2?? ????:http://t.cn/z8ADFtH,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android???</a>",3428292990,??,22.56442,114.14068,22.56442,114.14068,Fri May 31 00:47:43 +0800 2013,Hotel chains,Travel,Thu Nov 07 16:29:39 +0800 2013,Thu,Nov,2013,7,16:29:39
B2094653D26EA7FB4993,,3.64203E+15,???? ????:http://t.cn/z8ADFtH,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android???</a>",3428292990,??,22.56442,114.14068,22.56442,114.14068,Fri May 31 00:47:43 +0800 2013,Hotel chains,Travel,Thu Nov 07 16:05:34 +0800 2013,Thu,Nov,2013,7,16:05:34
B2094653D26EA7FB4993,,3.64203E+15,??????????????????????????????? ???????  ???????????????????????????[??][??] ????:http://t.cn/z8ADFtH,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android???</a>",3428292990,??,22.56442,114.14068,22.56442,114.14068,Fri May 31 00:47:43 +0800 2013,Hotel chains,Travel,Thu Nov 07 16:05:10 +0800 2013,Thu,Nov,2013,7,16:05:10
B2094653D26EA7FB4993,,3.64169E+15,5-9? ????:http://t.cn/z8ADFtH,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android???</a>",3428292990,??,22.56442,114.14068,22.56442,114.14068,Fri May 31 00:47:43 +0800 2013,Hotel chains,Travel,Wed Nov 06 17:23:59 +0800 2013,Wed,Nov,2013,6,17:23:59
B2094653D26EA7FB4993,,3.64169E+15,???? ????:http://t.cn/z8ADFtH,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android???</a>",3428292990,??,22.56442,114.14068,22.56442,114.14068,Fri May 31 00:47:43 +0800 2013,Hotel chains,Travel,Wed Nov 06 17:23:15 +0800 2013,Wed,Nov,2013,6,17:23:15
B2094653D26EA7FB4993,,3.64168E+15,???? ????:http://t.cn/z8ADFtH,"<a href=""http://app.weibo.com/t/feed/c66T5g"" rel=""nofollow"">Android???</a>",3428292990,??,22.56442,114.14068,22.56442,114.14068,Fri May 31 00:47:43 +0800 2013,Hotel chains,Travel,Wed Nov 06 17:03:51 +0800 2013,Wed,Nov,2013,6,17:03:51
